num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
694,1,1,1,96,1,0,97,1
695,1,1,1,96,1,0,97,1
696,1,1,1,96,1,0,97,1
697,1,1,1,96,1,0,97,1
698,1,1,1,96,1,0,97,1
699,2,2,2,95,2,0,97,1
700,1,1,1,96,1,0,97,1
701,1,1,1,96,1,0,97,1
702,14,14,11,86,9,2,97,3
703,1,1,1,96,1,0,97,1
704,7,7,7,90,7,0,97,1
705,41,41,41,56,41,0,97,1
706,2,2,2,95,2,0,97,1
707,97,97,97,0,97,0,97,1
708,97,97,97,0,97,0,97,1
709,97,97,97,0,97,0,97,1
710,97,97,97,0,97,0,97,1
711,62,62,62,35,62,0,97,1
712,18,18,18,79,18,0,97,1
713,97,97,97,0,97,0,97,1
714,97,97,97,0,97,0,97,1
715,97,97,97,0,97,0,97,1
716,97,97,97,0,97,0,97,1
717,11,11,11,86,11,0,97,1
718,97,97,97,0,97,0,97,1
719,97,97,97,0,97,0,97,1
720,97,97,97,0,97,0,97,1
721,55,55,55,42,55,0,97,1
722,21,21,21,76,21,0,97,1
723,97,97,97,0,97,0,97,1
724,97,97,97,0,97,0,97,1
725,97,97,97,0,97,0,97,1
726,12,12,12,85,12,0,97,1
727,96,96,96,1,96,0,97,1
728,97,97,97,0,97,0,97,1
729,97,97,97,0,97,0,97,1
730,97,97,97,0,97,0,97,1
731,97,97,97,0,97,0,97,1
732,96,96,96,1,96,0,97,1
733,93,93,93,4,93,0,97,1
734,96,96,96,1,96,0,97,1
735,97,97,97,0,97,0,97,1
736,97,97,97,0,97,0,97,1
737,97,97,97,0,97,0,97,1
738,97,97,97,0,97,0,97,1
739,24,24,24,73,24,0,97,1
740,97,97,97,0,97,0,97,1
741,97,97,97,0,97,0,97,1
742,37,37,37,60,37,0,97,1
743,97,97,97,0,97,0,97,1
744,45,45,45,52,45,0,97,1
745,97,97,97,0,97,0,97,1
746,97,97,97,0,97,0,97,1
747,96,96,96,1,96,0,97,1
748,21,21,21,76,21,0,97,1
749,97,97,97,0,97,0,97,1
750,97,97,97,0,97,0,97,1
751,97,97,97,0,97,0,97,1
